,account.length,voice.plan,voice.messages,intl.plan,intl.mins,intl.calls,intl.charge,day.mins,day.calls,day.charge,eve.mins,eve.calls,eve.charge,night.mins,night.calls,night.charge,customer.calls,churn
4198,77,no,0,no,9.0,4,2.43,184.7,130,31.4,194.0,105,16.49,249.1,91,11.21,1,0
4199,110,no,0,no,10.3,6,2.78,94.1,127,16.0,283.0,97,24.06,168.7,69,7.59,2,0
4200,70,no,0,no,7.9,4,2.13,229.3,110,38.98,118.2,89,10.05,155.0,105,6.98,1,0
4201,155,no,0,no,8.8,8,2.38,223.8,109,38.05,233.4,68,19.84,201.6,111,9.07,1,0
4202,151,yes,27,no,7.8,3,2.11,154.4,141,26.25,210.6,109,17.9,167.9,109,7.56,3,0
4203,125,no,0,no,14.2,5,3.83,190.2,107,32.33,209.2,75,17.78,102.1,136,4.59,4,1
4204,83,no,0,no,8.6,2,2.32,167.0,120,28.39,209.1,102,17.77,131.0,107,5.9,1,0
4205,94,no,0,no,11.6,5,3.13,154.8,113,26.32,261.8,121,22.25,213.0,81,9.58,0,0
4206,11,yes,36,no,6.9,6,1.86,293.4,122,49.88,174.1,91,14.8,212.0,50,9.54,1,0
4207,92,no,0,no,8.2,3,2.21,160.5,113,27.29,287.3,134,24.42,212.6,93,9.57,3,0
4209,82,no,0,no,8.2,5,2.21,191.9,95,32.62,116.7,105,9.92,202.6,113,9.12,0,0
4210,65,no,0,no,11.1,7,3.0,131.5,119,22.36,222.3,119,18.9,155.3,83,6.99,1,0
4211,102,no,0,no,12.1,4,3.27,171.6,116,29.17,219.4,111,18.65,242.1,85,10.89,0,1
4212,112,no,0,no,10.0,5,2.7,242.1,69,41.16,235.2,150,19.99,237.7,106,10.7,3,1
4213,78,no,0,no,10.6,1,2.86,157.3,61,26.74,242.0,119,20.57,196.0,107,8.82,1,0
4214,77,no,0,yes,9.0,6,2.43,192.7,82,32.76,198.0,91,16.83,204.2,95,9.19,1,0
4215,126,no,0,no,9.9,2,2.67,175.6,91,29.85,151.1,100,12.84,201.5,100,9.07,1,0
4216,58,yes,29,no,11.0,3,2.97,239.6,84,40.73,182.1,80,15.48,118.3,100,5.32,2,0
4217,38,no,0,no,10.8,3,2.92,96.9,110,16.47,241.4,75,20.52,141.0,69,6.35,0,0
4218,87,no,0,no,7.2,7,1.94,129.5,104,22.02,194.0,133,16.49,287.9,65,12.96,2,0
4219,72,no,0,yes,7.7,3,2.08,274.0,75,46.58,162.8,110,13.84,110.0,121,4.95,4,0
4220,69,no,0,no,11.6,10,3.13,111.7,86,18.99,187.5,68,15.94,194.8,128,8.77,2,0
4221,85,no,0,no,5.0,8,1.35,142.7,82,24.26,179.1,106,15.22,141.4,88,6.36,3,0
4222,176,no,0,no,9.0,4,2.43,216.7,91,36.84,233.9,104,19.88,231.1,110,10.4,1,0
4224,146,no,0,no,5.8,3,1.57,214.8,86,36.52,230.9,94,19.63,223.8,100,10.07,3,0
4225,31,no,0,no,11.5,6,3.11,142.9,67,24.29,109.7,72,9.32,293.6,112,13.21,0,0
4226,78,no,0,yes,8.3,2,2.24,71.5,126,12.16,166.8,127,14.18,211.6,86,9.52,3,1
4227,118,no,0,no,14.9,4,4.02,77.6,113,13.19,126.9,75,10.79,191.0,79,8.59,1,0
4228,119,no,0,no,13.0,6,3.51,73.7,66,12.53,160.5,132,13.64,214.2,67,9.64,3,0
4229,141,no,0,no,9.6,3,2.59,264.3,90,44.93,216.4,101,18.39,208.8,72,9.4,0,1
4230,91,no,0,yes,14.0,4,3.78,103.2,100,17.54,124.8,154,10.61,336.1,111,15.12,2,1
4231,150,no,0,yes,15.6,4,4.21,114.8,156,19.52,135.3,78,11.5,218.4,98,9.83,1,1
4232,76,no,0,no,5.2,9,1.4,212.5,124,36.13,215.5,110,18.32,128.0,94,5.76,3,0
4233,159,yes,36,no,13.3,7,3.59,288.2,120,48.99,227.1,105,19.3,198.2,113,8.92,1,0
4234,66,no,0,no,11.2,1,3.02,192.4,98,32.71,187.0,93,15.9,132.9,82,5.98,0,0
4235,139,no,0,no,10.8,4,2.92,102.2,76,17.37,230.0,106,19.55,183.4,136,8.25,1,0
4236,122,no,0,yes,10.0,4,2.7,49.5,114,8.42,214.1,98,18.2,154.9,120,6.97,0,0
4237,91,no,0,no,9.8,3,2.65,153.2,70,26.04,231.7,91,19.69,115.1,80,5.18,4,1
4238,131,no,0,no,10.1,4,2.73,55.5,79,9.44,163.5,104,13.9,128.1,59,5.76,1,0
4239,135,no,0,no,6.6,1,1.78,247.2,61,42.02,168.7,122,14.34,169.8,100,7.64,0,0
4240,109,yes,40,no,13.9,5,3.75,99.7,116,16.95,140.3,117,11.93,221.3,76,9.96,3,0
4241,129,no,0,no,10.8,1,2.92,220.2,117,37.43,261.1,102,22.19,165.9,132,7.47,2,0
4242,85,no,0,no,10.0,8,2.7,116.9,75,19.87,183.3,109,15.58,307.4,119,13.83,2,0
4243,125,no,0,no,10.6,5,2.86,175.9,98,29.9,192.8,148,16.39,278.2,110,12.52,0,0
4244,67,no,0,no,11.7,6,3.16,208.0,95,35.36,234.8,81,19.96,266.0,80,11.97,3,0
4246,77,no,0,no,9.9,10,2.67,136.5,95,23.21,182.6,102,15.52,233.6,93,10.51,1,0
4247,135,no,0,yes,12.7,6,3.43,174.8,112,29.72,218.0,125,18.53,180.1,102,8.1,3,0
4248,43,yes,26,no,12.9,1,3.48,141.5,94,24.06,196.4,123,16.69,172.4,100,7.76,3,0
4249,120,no,0,no,10.2,4,2.75,79.2,123,13.46,212.1,106,18.03,224.6,104,10.11,3,0
4250,62,no,0,no,13.4,4,3.62,238.9,102,40.61,161.4,115,13.72,248.5,103,11.18,0,0
4251,160,yes,37,no,11.1,8,3.0,179.8,104,30.57,144.8,115,12.31,209.1,89,9.41,3,0
4252,67,no,0,no,13.5,2,3.65,225.9,78,38.4,243.1,83,20.66,84.1,94,3.78,2,1
4253,98,no,0,no,13.0,5,3.51,189.8,113,32.27,271.5,111,23.08,218.9,96,9.85,1,0
4254,103,no,0,no,11.3,7,3.05,267.0,97,45.39,204.3,151,17.37,246.9,67,11.11,1,1
4255,121,no,0,no,11.5,7,3.11,217.3,79,36.94,218.0,106,18.53,166.5,69,7.49,1,0
4256,111,no,0,no,16.8,7,4.54,129.1,92,21.95,148.9,132,12.66,264.0,103,11.88,2,0
4257,127,no,0,no,10.7,4,2.89,135.5,110,23.04,146.0,116,12.41,208.0,88,9.36,2,0
4258,65,no,0,no,10.7,4,2.89,183.4,63,31.18,183.6,80,15.61,153.5,83,6.91,4,1
4259,86,no,0,no,7.5,7,2.03,223.0,109,37.91,286.2,76,24.33,257.8,132,11.6,3,1
4260,133,yes,24,no,15.0,4,4.05,125.5,106,21.34,161.2,95,13.7,209.1,112,9.41,2,0
4262,119,no,0,no,6.1,6,1.65,140.0,135,23.8,138.9,103,11.81,230.2,121,10.36,0,0
4263,113,no,0,no,12.8,1,3.46,126.0,90,21.42,205.8,92,17.49,217.0,121,9.76,0,0
4264,126,no,0,no,10.2,6,2.75,228.2,68,38.79,170.2,102,14.47,168.9,72,7.6,1,0
4265,103,no,0,no,13.7,1,3.7,278.4,121,47.33,252.2,139,21.44,202.3,96,9.1,1,1
4266,104,no,0,no,10.5,2,2.84,285.3,75,48.5,130.8,111,11.12,181.8,99,8.18,2,0
4267,56,no,0,no,5.6,8,1.51,222.9,100,37.89,145.2,110,12.34,170.6,129,7.68,1,0
4268,56,yes,37,no,8.3,2,2.24,153.7,97,26.13,271.4,91,23.07,179.0,121,8.06,1,0
4269,155,no,0,yes,11.2,1,3.02,176.1,88,29.94,244.5,84,20.78,189.9,99,8.55,2,1
4270,100,yes,41,no,10.5,4,2.84,306.9,71,52.17,243.3,72,20.68,125.9,114,5.67,2,0
4271,113,no,0,no,8.3,5,2.24,203.4,85,34.58,219.8,140,18.68,240.0,107,10.8,1,0
4272,103,yes,37,no,7.9,3,2.13,230.7,112,39.22,319.4,116,27.15,299.4,77,13.47,2,0
4273,160,no,0,no,13.1,4,3.54,118.9,106,20.21,163.5,75,13.9,195.0,131,8.78,0,0
4274,142,yes,34,no,7.0,3,1.89,219.5,85,37.32,144.0,120,12.24,258.2,84,11.62,1,0
4275,73,yes,34,yes,11.4,3,3.08,252.9,103,42.99,220.1,79,18.71,144.9,65,6.52,0,0
4277,120,no,0,no,11.6,2,3.13,174.1,108,29.6,209.6,96,17.82,267.5,99,12.04,0,0
4278,29,no,0,no,10.7,5,2.89,262.0,112,44.54,82.7,60,7.03,195.1,120,8.78,1,0
4279,158,no,0,no,11.2,3,3.02,123.3,115,20.96,130.4,91,11.08,243.7,119,10.97,3,0
4280,132,no,0,no,7.5,2,2.03,213.6,125,36.31,133.9,54,11.38,332.2,104,14.95,4,0
4281,104,no,0,no,10.6,5,2.86,210.9,90,35.85,272.2,101,23.14,304.3,86,13.69,3,1
4282,74,no,0,no,11.8,5,3.19,143.7,97,24.43,229.6,110,19.52,98.8,100,4.45,1,0
4283,28,no,0,no,14.0,4,3.78,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,2,0
4284,45,no,0,yes,13.9,7,3.75,189.6,96,32.23,171.7,69,14.59,222.0,102,9.99,1,1
4285,60,no,0,no,13.2,3,3.56,229.5,91,39.02,157.7,67,13.4,162.4,76,7.31,2,0
4286,173,no,0,no,10.4,2,2.81,128.6,108,21.86,248.3,92,21.11,130.1,115,5.85,4,1
4288,140,no,0,no,8.5,2,2.3,187.1,110,31.81,158.0,70,13.43,211.4,123,9.51,2,0
4289,94,yes,31,no,7.9,5,2.13,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,0,0
4290,88,no,0,no,11.9,8,3.21,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,0,0
4291,170,yes,22,no,5.2,3,1.4,173.6,66,29.51,142.2,83,12.09,156.5,93,7.04,1,0
4292,57,no,0,no,6.1,4,1.65,176.9,75,30.07,204.2,86,17.36,254.1,90,11.43,1,0
4293,78,no,0,yes,14.4,12,3.89,198.9,93,33.81,210.6,86,17.9,252.1,99,11.34,0,1
4294,102,yes,27,no,10.3,7,2.78,109.8,66,18.67,207.3,76,17.62,236.9,101,10.66,0,0
4295,49,no,0,no,9.0,2,2.43,202.3,105,34.39,195.4,131,16.61,190.1,88,8.55,3,1
4296,195,no,0,no,6.4,2,1.73,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,0,0
4297,64,no,0,no,12.7,4,3.43,131.3,105,22.32,109.4,114,9.3,246.2,125,11.08,4,1
4298,105,no,0,yes,11.3,3,3.05,274.0,156,46.58,263.0,69,22.36,195.9,93,8.82,3,1
4299,81,yes,33,no,15.5,4,4.19,200.3,103,34.05,216.9,96,18.44,249.8,100,11.24,1,0
4300,123,yes,38,no,11.2,1,3.02,202.3,104,34.39,292.4,105,24.85,239.3,63,10.77,3,0
4301,63,no,0,no,9.4,4,2.54,204.0,119,34.68,161.7,90,13.74,202.6,113,9.12,3,0
4302,126,no,0,no,11.1,1,3.0,193.1,114,32.83,75.5,61,6.42,186.2,73,8.38,3,0
4303,153,no,0,no,8.6,4,2.32,202.2,132,34.37,158.9,78,13.51,111.4,98,5.01,2,0
4304,67,no,0,no,8.1,3,2.19,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,3,0
4305,65,no,0,no,6.6,6,1.78,158.3,71,26.91,168.3,119,14.31,139.9,119,6.3,2,0
4306,21,no,0,no,12.1,1,3.27,138.1,79,23.48,186.9,75,15.89,194.2,105,8.74,0,0
4307,72,no,0,no,12.9,6,3.48,212.7,92,36.16,306.4,100,26.04,140.3,90,6.31,0,0
4308,176,no,0,no,9.5,2,2.57,304.2,111,51.71,306.6,64,26.06,207.9,98,9.36,7,1
4310,108,no,0,yes,8.9,1,2.4,137.3,68,23.34,143.8,94,12.22,238.7,101,10.74,1,1
4311,129,yes,10,no,12.9,3,3.48,161.4,91,27.44,183.1,102,15.56,240.3,65,10.81,1,0
4312,73,no,0,yes,12.8,5,3.46,202.9,108,34.49,285.9,121,24.3,219.0,102,9.86,1,0
4313,90,no,0,no,9.2,2,2.48,272.2,75,46.27,122.9,96,10.45,252.6,100,11.37,0,0
4314,105,no,0,no,13.9,1,3.75,98.2,103,16.69,140.3,91,11.93,140.2,106,6.31,1,0
4315,115,no,0,no,11.7,6,3.16,80.8,81,13.74,195.7,91,16.63,190.1,66,8.55,1,0
4316,82,no,0,no,9.3,4,2.51,207.2,114,35.22,163.7,97,13.91,192.8,79,8.68,7,0
4317,131,no,0,no,8.9,7,2.4,227.7,134,38.71,162.7,88,13.83,279.4,90,12.57,4,0
4318,77,no,0,no,13.4,3,3.62,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,0,0
4319,201,no,0,no,13.4,4,3.62,159.9,61,27.18,237.3,124,20.17,290.2,99,13.06,3,0
4320,139,no,0,yes,9.0,3,2.43,185.1,101,31.47,266.7,75,22.67,207.9,95,9.36,3,0
4321,94,no,0,no,11.4,3,3.08,139.1,93,23.65,237.9,100,20.22,227.1,59,10.22,1,0
4322,95,no,0,no,13.2,4,3.56,155.5,99,26.44,167.0,75,14.2,190.7,125,8.58,1,0
4323,138,no,0,no,10.3,7,2.78,180.5,82,30.69,242.4,103,20.6,244.4,89,11.0,2,0
4324,105,no,0,no,5.7,7,1.54,204.6,111,34.78,134.4,109,11.42,260.8,69,11.74,1,0
4325,81,no,0,yes,11.4,5,3.08,220.4,76,37.47,276.4,122,23.49,239.5,112,10.78,1,1
4326,127,no,0,no,8.6,4,2.32,223.2,137,37.94,144.7,119,12.3,96.0,109,4.32,2,0
4327,84,no,0,no,9.6,4,2.59,109.1,114,18.55,231.4,113,19.67,274.0,112,12.33,0,0
4328,47,yes,30,no,10.9,3,2.94,136.5,101,23.21,174.9,74,14.87,146.4,91,6.59,2,0
4329,128,no,0,yes,13.5,4,3.65,192.8,96,32.78,136.6,86,11.61,151.8,75,6.83,1,1
4330,39,no,0,no,8.8,4,2.38,179.0,88,30.43,148.2,124,12.6,146.8,116,6.61,2,0
4331,76,no,0,no,13.7,9,3.7,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,0,1
4332,95,no,0,no,11.9,3,3.21,226.6,98,38.52,88.5,107,7.52,166.2,105,7.48,2,0
4333,82,no,0,no,7.5,5,2.03,313.6,110,53.31,263.2,104,22.37,139.0,93,6.26,1,1
4334,167,no,0,no,11.2,5,3.02,130.5,66,22.19,80.9,102,6.88,221.6,116,9.97,1,0
4335,104,no,0,no,13.0,3,3.51,186.8,102,31.76,176.3,114,14.99,222.2,84,10.0,0,0
4336,136,no,0,no,12.3,4,3.32,110.2,92,18.73,219.4,109,18.65,188.1,67,8.46,2,0
4337,83,yes,33,no,10.2,7,2.75,228.2,85,38.79,249.2,114,21.18,93.5,89,4.21,0,0
4338,78,no,0,yes,16.6,5,4.48,176.6,107,30.02,179.4,98,15.25,178.2,80,8.02,2,1
4340,79,no,0,no,8.6,6,2.32,174.8,88,29.72,197.0,94,16.75,87.0,103,3.92,3,0
4341,133,no,0,no,10.3,4,2.78,171.8,64,29.21,177.1,83,15.05,223.0,96,10.04,1,0
4342,76,yes,37,no,12.3,4,3.32,190.8,58,32.44,221.9,101,18.86,211.2,104,9.5,1,0
4345,183,yes,38,no,7.2,3,1.94,178.4,103,30.33,184.4,79,15.67,203.3,94,9.15,3,0
4346,106,no,0,no,9.0,3,2.43,222.1,123,37.76,276.8,92,23.53,213.5,99,9.61,0,0
4347,78,no,0,no,11.0,1,2.97,238.9,96,40.61,196.1,92,16.67,102.4,95,4.61,6,0
4349,90,no,0,no,8.0,6,2.16,190.0,98,32.3,196.1,111,16.67,216.4,58,9.74,2,0
4350,112,yes,17,no,8.7,1,2.35,120.0,94,20.4,79.5,104,6.76,214.0,94,9.63,1,0
4351,92,no,0,no,8.4,1,2.27,145.9,90,24.8,148.1,105,12.59,241.3,93,10.86,2,0
4352,35,no,0,no,12.0,5,3.24,179.8,82,30.57,176.1,78,14.97,132.6,85,5.97,1,0
4353,28,no,0,no,13.8,3,3.73,225.7,70,38.37,206.9,90,17.59,167.9,88,7.56,1,0
4354,93,no,0,no,7.1,2,1.92,199.7,109,33.95,114.2,68,9.71,241.0,109,10.85,0,0
4355,26,no,0,no,9.2,5,2.48,150.0,63,25.5,225.0,90,19.13,202.3,99,9.1,3,0
4356,33,no,0,yes,10.6,2,2.86,247.1,114,42.01,146.5,110,12.45,208.9,94,9.4,4,1
4357,120,no,0,no,11.4,5,3.08,215.7,75,36.67,244.4,105,20.77,211.2,91,9.5,2,0
4358,124,no,0,no,11.6,3,3.13,94.8,102,16.12,238.9,91,20.31,279.4,94,12.57,2,0
4359,56,no,0,no,10.1,4,2.73,79.3,115,13.48,159.0,64,13.52,245.7,99,11.06,1,0
4360,39,no,0,no,9.9,9,2.67,157.2,81,26.72,247.7,131,21.05,215.7,141,9.71,1,0
4361,158,no,0,no,12.4,5,3.35,119.8,123,20.37,262.2,122,22.29,219.8,111,9.89,1,0
4363,52,yes,24,no,14.6,2,3.94,229.1,86,38.95,168.7,124,14.34,245.4,75,11.04,1,0
4364,112,no,0,no,11.1,6,3.0,135.1,112,22.97,226.3,85,19.24,115.2,108,5.18,1,0
4365,148,no,0,yes,10.3,5,2.78,136.8,112,23.26,197.5,134,16.79,93.2,90,4.19,2,0
4366,12,no,0,no,11.1,3,3.0,239.7,112,40.75,221.1,122,18.79,207.3,109,9.33,2,0
4367,109,no,0,yes,7.3,4,1.97,159.6,136,27.13,151.0,126,12.84,142.1,53,6.39,4,1
4368,142,yes,38,no,12.4,2,3.35,231.2,125,39.3,174.8,121,14.86,171.2,87,7.7,4,0
4369,60,no,0,no,7.9,1,2.13,203.7,95,34.63,212.6,122,18.07,177.1,103,7.97,3,0
4371,168,no,0,no,9.1,4,2.46,160.6,110,27.3,185.2,120,15.74,120.2,104,5.41,1,1
4372,138,no,0,yes,0.0,0,0.0,261.1,96,44.39,170.9,120,14.53,71.1,89,3.2,3,1
4373,88,no,0,no,9.8,5,2.65,138.7,92,23.58,205.8,73,17.49,247.9,119,11.16,1,0
4374,119,no,0,no,12.1,5,3.27,226.6,126,38.52,143.6,107,12.21,94.9,123,4.27,1,0
4375,31,no,0,no,11.0,4,2.97,229.1,120,38.95,172.4,79,14.65,243.6,102,10.96,3,0
4377,149,yes,25,no,10.7,3,2.89,185.6,109,31.55,167.3,89,14.22,171.6,100,7.72,1,1
4378,138,no,0,no,5.2,3,1.4,217.2,73,36.92,190.8,127,16.22,133.5,97,6.01,4,0
4379,118,no,0,no,12.5,4,3.38,183.1,128,31.13,241.0,93,20.49,211.1,108,9.5,0,0
4381,130,no,0,no,12.3,1,3.32,143.8,76,24.45,274.8,103,23.36,194.7,105,8.76,0,0
4382,60,yes,31,no,4.7,8,1.27,223.6,83,38.01,235.6,77,20.03,153.0,119,6.89,4,0
4383,90,no,0,no,8.2,2,2.21,189.1,104,32.15,313.9,124,26.68,227.9,128,10.26,1,0
4384,140,no,0,no,12.3,8,3.32,143.0,100,24.31,193.4,89,16.44,59.5,81,2.68,4,1
4385,101,yes,39,no,13.0,4,3.51,147.2,105,25.02,168.8,96,14.35,165.3,118,7.44,1,0
4386,134,yes,32,no,10.7,5,2.89,224.0,75,38.08,97.5,103,8.29,211.6,80,9.52,2,0
4387,88,no,0,yes,14.4,11,3.89,132.9,132,22.59,208.2,82,17.7,260.5,42,11.72,2,1
4389,93,yes,21,no,7.2,6,1.94,213.8,103,36.35,257.7,72,21.9,218.4,114,9.83,1,0
4391,137,yes,25,no,12.2,3,3.29,174.6,88,29.68,243.8,118,20.72,259.7,103,11.69,3,0
4392,3,yes,23,no,6.4,4,1.73,205.5,102,34.94,209.5,83,17.81,182.3,99,8.2,0,0
4393,137,no,0,no,14.8,4,4.0,209.1,104,35.55,189.4,96,16.1,214.4,83,9.65,3,0
4394,42,no,0,no,12.7,5,3.43,251.1,81,42.69,178.3,106,15.16,184.6,90,8.31,0,0
4395,58,no,0,no,9.8,5,2.65,187.6,113,31.89,217.4,115,18.48,139.7,92,6.29,3,0
4398,69,no,0,no,8.6,9,2.32,221.6,88,37.67,231.8,87,19.7,211.7,116,9.53,1,0
4399,100,no,0,no,10.2,9,2.75,200.7,151,34.12,290.8,127,24.72,186.7,105,8.4,1,0
4400,111,no,0,no,8.9,4,2.4,226.3,82,38.47,178.9,101,15.21,181.5,90,8.17,0,0
4401,86,no,0,no,11.9,3,3.21,212.8,79,36.18,90.9,145,7.73,152.3,67,6.85,2,0
4402,105,no,0,no,10.8,5,2.92,213.3,99,36.26,153.1,79,13.01,227.9,98,10.26,1,0
4403,111,no,0,yes,8.8,4,2.38,177.1,102,30.11,249.1,102,21.17,153.3,66,6.9,2,0
4404,75,no,0,no,8.5,5,2.3,229.2,59,38.96,142.8,107,12.14,291.6,109,13.12,0,0
4405,95,yes,24,no,12.6,4,3.4,129.4,120,22.0,159.8,68,13.58,214.4,83,9.65,4,1
4406,137,no,0,no,9.2,4,2.48,203.1,97,34.53,132.0,76,11.22,250.9,94,11.29,4,0
4407,116,no,0,yes,10.6,1,2.86,232.2,98,39.47,244.7,91,20.8,151.3,69,6.81,7,1
4408,125,no,0,no,7.7,3,2.08,138.5,96,30.65350090126179,159.7,117,13.57,212.7,91,9.57,2,0
4410,55,yes,33,no,11.7,3,3.16,141.0,99,23.97,250.9,109,21.33,284.6,89,12.81,0,0
4412,100,no,0,no,13.6,6,3.67,254.2,97,43.21,262.0,88,22.27,256.3,82,11.53,0,1
4413,70,no,0,no,8.7,5,2.35,176.5,85,30.01,119.2,93,10.13,227.7,90,10.25,1,0
4414,67,no,0,no,5.8,10,1.57,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,3,0
4415,50,yes,39,no,13.2,3,3.56,147.3,75,25.04,244.8,74,20.81,216.9,101,9.76,2,0
4416,42,no,0,no,4.6,6,1.24,171.0,129,29.07,183.9,96,15.63,130.2,90,5.86,0,0
4417,76,yes,40,no,10.3,1,2.78,177.9,85,30.24,119.3,95,10.14,140.5,83,6.32,2,0
4418,103,yes,34,no,12.7,9,3.43,240.6,92,40.9,204.2,99,17.36,297.0,82,13.37,5,0
4419,90,no,0,no,8.9,3,2.4,114.4,108,19.45,232.8,150,19.79,198.1,78,8.91,0,0
4420,66,no,0,no,15.6,3,4.21,113.9,112,19.36,271.8,106,23.1,216.7,95,9.75,2,0
4421,22,no,0,no,8.3,6,2.24,180.0,65,30.6,207.0,106,17.6,182.8,111,8.23,1,0
4422,67,no,0,no,6.6,4,1.78,177.4,102,30.16,215.2,123,18.29,132.4,120,5.96,4,1
4423,147,yes,35,no,8.9,4,2.4,110.8,123,18.84,199.2,81,16.93,212.9,77,9.58,2,0
4424,57,yes,26,no,13.0,5,3.51,138.7,99,23.58,134.5,105,11.43,261.7,95,11.78,2,0
4425,7,yes,33,no,11.2,4,3.02,211.8,99,36.01,170.9,110,14.53,244.2,125,10.99,2,0
4426,85,no,0,no,12.9,3,3.48,234.5,113,39.87,237.3,116,20.17,122.7,110,5.52,4,0
4427,92,no,0,no,7.5,4,2.03,240.2,86,40.83,107.6,79,9.15,156.6,121,7.05,1,0
4428,92,no,0,no,9.9,8,2.67,222.4,105,37.81,164.0,129,13.94,233.3,113,10.5,1,0
4429,116,yes,42,no,9.9,1,2.67,280.4,95,47.67,174.4,101,14.82,190.0,65,8.55,3,0
4430,133,no,0,no,10.1,7,2.73,113.3,137,19.26,160.2,103,13.62,228.8,98,10.3,2,0
4431,134,no,0,no,7.2,3,1.94,107.0,146,18.19,220.0,116,18.7,149.8,108,6.74,2,0
4432,19,no,0,no,13.1,10,3.54,184.5,131,31.37,201.3,87,17.11,188.9,114,8.5,1,0
4433,66,yes,31,no,9.7,5,2.62,163.2,106,27.74,267.9,108,22.77,172.6,100,7.77,1,0
4434,65,no,0,no,12.6,3,3.4,193.8,113,32.95,151.7,106,12.89,208.9,94,9.4,3,0
4435,104,no,0,no,12.7,10,3.43,185.1,91,31.47,227.3,115,19.32,198.5,79,8.93,2,0
4436,140,no,0,no,12.4,9,3.35,151.5,106,25.76,175.7,125,14.93,214.1,87,9.63,3,0
4437,102,no,0,no,9.8,1,2.65,143.7,82,24.43,170.9,83,14.53,310.9,112,13.99,2,0
4438,101,no,0,yes,9.7,1,2.62,169.5,117,28.82,212.0,111,18.02,204.0,120,9.18,0,1
4439,62,no,0,no,6.3,5,1.7,211.3,100,35.92,228.4,91,19.41,217.1,77,9.77,0,0
4440,115,yes,37,no,13.3,3,3.59,184.1,67,31.3,159.4,104,13.55,193.3,121,8.7,0,0
4441,111,yes,33,no,10.8,8,2.92,154.0,122,26.18,207.3,123,17.62,186.2,105,8.38,1,0
4442,119,no,0,no,8.1,4,2.19,209.4,125,35.6,286.3,91,24.34,208.6,73,9.39,2,0
4443,121,no,0,no,10.4,10,2.81,166.3,114,28.27,138.8,130,11.8,215.3,108,9.69,2,0
4444,108,no,0,no,9.3,6,2.51,108.6,128,18.46,325.2,97,27.64,173.6,67,7.81,0,0
4445,63,yes,25,no,9.0,2,2.43,230.3,82,39.15,165.6,96,14.08,227.7,125,10.25,1,0
4447,82,no,0,no,13.2,2,3.56,179.2,95,30.46,228.9,95,19.46,187.7,100,8.45,1,0
4448,126,no,0,no,7.3,3,1.97,261.6,83,44.47,192.9,133,16.4,246.9,50,11.11,4,0
4449,110,no,0,no,9.9,5,2.67,129.5,94,22.02,92.6,96,7.87,154.3,110,6.94,3,0
4450,85,no,0,no,9.3,2,2.51,164.0,111,27.88,229.4,108,19.5,220.7,105,9.93,1,0
4451,46,no,0,no,9.2,4,2.48,230.7,117,39.22,186.2,84,15.83,182.2,109,8.2,2,0
4453,171,no,0,no,12.5,4,3.38,171.9,99,29.22,249.2,95,21.18,174.9,81,7.87,1,0
4454,88,yes,37,no,9.5,5,2.57,181.7,88,30.89,237.4,106,20.18,209.1,111,9.41,2,0
4455,169,no,0,no,7.7,2,2.08,240.7,119,40.92,141.1,102,11.99,120.6,56,5.43,2,0
4456,48,no,0,no,12.1,2,3.27,198.2,108,33.69,181.0,70,15.39,238.9,86,10.75,1,0
4457,65,no,0,no,6.7,3,1.81,96.0,95,16.32,117.0,82,9.95,172.9,114,7.78,3,0
4458,81,no,0,no,9.9,4,2.67,165.2,109,28.08,170.6,96,14.5,205.0,74,9.23,0,0
4459,53,no,0,no,9.7,6,2.62,171.5,75,29.16,224.5,111,19.08,187.4,84,8.43,1,0
4460,72,yes,27,no,7.8,4,2.11,111.7,68,18.99,252.8,106,21.49,255.5,109,11.5,1,0
4461,100,no,0,no,7.9,3,2.13,152.7,98,25.96,212.4,73,18.05,264.5,90,11.9,2,0
4462,82,no,0,no,11.6,3,3.13,194.7,105,33.1,210.9,100,17.93,236.9,143,10.66,3,0
4463,71,no,0,no,8.1,7,2.19,119.9,108,20.38,240.7,82,20.46,151.1,124,6.8,3,0
4464,103,no,0,no,9.9,2,2.67,222.9,129,37.89,205.0,87,17.43,141.3,99,6.36,1,0
4466,116,no,0,no,9.0,18,2.43,254.6,107,43.28,249.4,89,21.2,229.6,77,10.33,2,1
4467,140,no,0,no,10.7,3,2.89,265.0,100,45.05,147.6,89,12.55,247.7,94,11.15,1,0
4468,93,no,0,no,11.5,4,3.11,172.3,135,29.29,318.7,95,27.09,131.5,104,5.92,3,0
4469,90,no,0,no,12.8,3,3.46,259.1,140,44.05,124.0,119,10.54,188.3,79,8.47,0,0
4470,130,no,0,no,11.6,3,3.13,211.4,91,35.94,191.0,62,16.24,207.3,109,9.33,1,0
4471,121,no,0,yes,10.4,3,2.81,175.9,87,29.9,225.3,114,19.15,156.2,113,7.03,2,0
4472,47,no,0,yes,10.5,1,2.84,135.0,108,22.95,176.3,111,14.99,144.6,96,6.51,1,1
